Ability,ID,UnitName,Description,Type,School,Categories,Mechanic,Condition,SpellTier,SourceTier,SourceLevel,IsVBlood,BaseCooldown,BaseCastTime,Magic,Unarmed,Sword,GreatSword,Axe,Mace,DualHammers,Spear,Daggers,Crossbow,Longbow,Pistols,Reaper,Whip,Claws,Pollaxe,Slashers,TwinBlades,Wolf,Bear,Rat,Spider,Toad,Werewolf,Gargoyle,Mounted,Enabled,Cooldown,Range,Charges,ChargeTime,AoE,ProjSpeed,LeapHeight,Duration,Healing,DamageScale,CooldownScale,ForceTimeout,PowerWindow,SummonCap,SummonTimeout,SummonUnits,CastSpeed,FreelyMove,InterruptOnHit,TransformOnly,Crash/Issue,Notes
Undead Assassin Jump Backward,-1651089042,Undead Assassin,,Movement,,Other,Movement,CloseRange,,T2,35,N,6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Assassin Jump Forward,-163679409,Undead Assassin,,Movement,,Other,Movement,CloseRange,,T2,35,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Assassin Rush,-776694525,Undead Assassin,,,,Other,,,,T2,35,N,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Banshee Morgana Dash Dash,-1966260928,Undead Banshee (inferred),,Movement,,Movement,Movement,Aimed,,,,,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Banshee Morgana Dash Strike,-1942495608,Undead Banshee (inferred),Perform a combo of melee attacks dealing {damage1}/{damage2}/{damage3} physical damage.,Movement,,Movement,Movement,CloseRange,,,,,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mist Walk,2145809434,Undead Bishop Of Death,,Movement,,Other,Movement,Movement,,T3,57,Y,15,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Bishop Of Death Chain Bolt Hard,-323939446,Undead Bishop Of Death,,Projectile,,Other,Projectile,Aimed,,T3,57,Y,3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Bishop Of Death Corpse Party,622287046,Undead Bishop Of Death,,AoE,,Other,AoE,CloseRange,,T3,57,Y,14,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Bishop Of Death Corpse Party Hard,-184530068,Undead Bishop Of Death,,AoE,,Other,AoE,CloseRange,,T3,57,Y,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Bishop Of Death Projectile,780432315,Undead Bishop Of Death,,Projectile,,Other,Projectile,Aimed,,T3,57,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NEEDS-WORK
Undead Bishop Of Death Corpse Explosion,-1272200774,Undead Bishop Of Death (inferred),,AoE,,AoE,AoE,CloseRange,,,,,12,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Bishop Of Death Corpse Explosion Hard,1971375367,Undead Bishop Of Death (inferred),,AoE,,AoE,AoE,CloseRange,,,,,12,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Bishop Of Death Small Explosion,852659329,Undead Bishop Of Death (inferred),,AoE,,AoE,AoE,Aimed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NEEDS-WORK
Mist Walk,1325722355,Undead Bishop Of Shadows,,Movement,,Other,Movement; Summon,Summon,,T4,85,Y,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,UNBLOCKED 2026-06-05 — tester could not reproduce the crash on the current build.
Undead Bishop Of Shadows Eternal Darkness,1583944483,Undead Bishop Of Shadows,,Movement,,Other,Movement,CloseRange,,T4,85,Y,9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Bishop Of Shadows Projectile,787702249,Undead Bishop Of Shadows,,Projectile,,Other,Projectile,Aimed,,T4,85,Y,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Bishop Of Shadows Projectile Hard,651637774,Undead Bishop Of Shadows,,Projectile,,Other,Projectile,Aimed,,T4,85,Y,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Bishop Of Shadows Shadow Soldier,461701172,Undead Bishop Of Shadows,,Summon,,Other,Summon,Summon,,T4,85,Y,8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Bishop Of Shadows Tripple Bolt,-1795148379,Undead Bishop Of Shadows,,Projectile,,Other,Projectile; Summon,,,T4,85,Y,2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,UNBLOCKED 2026-06-05 — tester could not reproduce the crash on the current build.
Frenzy,-668888775,Undead Cursed Smith,Dash forward and strike the first enemy dealing {Damage} physical damage. Enter a state of frenzy that increases your movement speed by {MovementSpeed} and attack speed by {attackspeed} for {duration}s on a successful hit.,Movement,,Other,Movement,CloseRange,,T4,65,Y,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Cursed Smith Hammer Slam,-1502523453,Undead Cursed Smith,,Movement,,Other,Movement; Projectile,,,T4,65,Y,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Cursed Smith Multi Dash,-329078808,Undead Cursed Smith,,Movement,,Other,Movement,CloseRange,,T4,65,Y,40,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Cursed Smith Multi Dash Charge,340003308,Undead Cursed Smith,,Movement,,Other,Movement,CloseRange,,T4,65,Y,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NEEDS-WORK
Undead Cursed Smith Spear Thrust,-943061757,Undead Cursed Smith,,Projectile,,Other,Projectile,Aimed,,T4,65,Y,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Cursed Smith Summon Weapon All,847476786,Undead Cursed Smith,,Summon,,Other,Summon,Aimed,,T4,65,Y,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Cursed Smith Summon Weapon Axe,-1889094547,Undead Cursed Smith,,Summon,,Other,Summon,Summon,,T4,65,Y,2,1.75,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Undead Cursed Smith Summon Weapon Mace,546685538,Undead Cursed Smith,,Summon,,Other,Summon,Summon,,T4,65,Y,2,1.75,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Undead Cursed Smith Summon Weapon Slashers,151173850,Undead Cursed Smith,,Summon,,Other,Summon,Summon,,T4,65,Y,2,1.75,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Undead Cursed Smith Summon Weapon Spear,1162725480,Undead Cursed Smith,,Summon,,Other,Summon,Summon,,T4,65,Y,2,1.75,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Undead Cursed Smith Summon Weapon Sword,-332863103,Undead Cursed Smith,,Summon,,Other,Summon,Summon,,T4,65,Y,2,1.75,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Undead Cursed Smith Summon Weapon,-809284772,Undead Cursed Smith (inferred),,Summon,,Other,Summon,Summon,,,,,2,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-Strike,1835500377,Undead Cursed Smith Floating Weapon Axe,Throw two axes in the shape of an X. Each hit deals %80 physical damage and slows the enemy for 1.5s. Hitting the enemy where both axes intersect inflicts a 1s incapacitate.,Projectile,,Other,Projectile,Aimed,,T3,60,N,8,0.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Primary Attack,1700777111,Undead Cursed Smith Floating Weapon Base; Undead Cursed Smith,,Melee,,Other,Melee,CloseRange,,T3,60,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Primary Attack,558343424,Undead Cursed Smith Floating Weapon Mace,,Melee,,Other,Melee,CloseRange,,T3,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Undead Cursed Smith Floating Mace Hammer Slam,-1713640367,Undead Cursed Smith Floating Weapon Mace,,Movement,,Other,Movement,,,T3,60,N,2,0.3,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Primary Attack,-544864084,Undead Cursed Smith Floating Weapon Slashers,,Melee,,Other,Melee,CloseRange,,T3,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Primary Attack,793860757,Undead Cursed Smith Floating Weapon Spear,,Melee,,Other,Melee,CloseRange,,T3,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Undead Cursed Smith Floating Spear Spear Thrust,1166337981,Undead Cursed Smith Floating Weapon Spear,,,,Other,,Aimed,,T3,60,N,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frenzy,-1058201566,Undead Cursed Smith Floating Weapon Sword,Dash forward and strike the first enemy dealing {Damage} physical damage. Enter a state of frenzy that increases your movement speed by {MovementSpeed} and attack speed by {attackspeed} for {duration}s on a successful hit.,Movement,,Other,Movement,CloseRange,,T3,60,N,1,1.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cursed Blacksmith summons floating weapons as spells, not weapon abilities — universal (not weapon-gated). B6 decision."
Primary Attack,1323999965,Undead Cursed Smith Floating Weapon Sword,,Melee,,Other,Melee,CloseRange,,T3,60,N,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Undead Flying Skull Approach,381103028,Undead Flying Skull,,Movement,,Other,Movement,,,T2,32,N,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Flying Skull Self Destruct,304835919,Undead Flying Skull,,Movement,,Other,Movement,,,T2,32,N,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Assassin Double Strike,575048784,Undead Ghost Assassin,,Melee,,Other,Melee,CloseRange,,T3,63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Assassin Double Strike Follow Up,57588514,Undead Ghost Assassin,,Melee,,Other,Melee,CloseRange,,T3,63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Assassin Heavy Attack,1791635791,Undead Ghost Assassin,,,,Other,,CloseRange,,T3,63,N,0.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Assassin Jump Backward,236831977,Undead Ghost Assassin,,Movement,,Other,Movement,CloseRange,,T3,63,N,6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Assassin Jump Forward,-923762386,Undead Ghost Assassin,,Movement,,Other,Movement,CloseRange,,T3,63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Assassin Rush,1365714615,Undead Ghost Assassin,,,,Other,,,,T3,63,N,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Banshee Heavy Attack,-1160883278,Undead Ghost Banshee; Undead Ghost Banshee Tomb Summon,,,,Other,,CloseRange,,T3,63,N,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Banshee Projectile,-930815588,Undead Ghost Banshee; Undead Ghost Banshee Tomb Summon,,Projectile,,Other,Projectile,Aimed,,T3,63,N,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Banshee Shriek,633696135,Undead Ghost Banshee; Undead Ghost Banshee Tomb Summon,,,,Other,,CloseRange,,T3,63,N,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Banshee Teleport,-1398375841,Undead Ghost Banshee; Undead Ghost Banshee Tomb Summon,,Movement,,Other,Movement,Aimed,,T3,63,N,8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Attack,-2092537748,Undead Ghost Guardian,,,,Other,,CloseRange,,T3,63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Guardian Charge,955484879,Undead Ghost Guardian,,,,Other,,CloseRange,,T3,63,N,6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Guardian Charge Follow Up,1059734295,Undead Ghost Guardian,,,,Other,,CloseRange,,T3,63,N,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Ghost Guardian Block,948504723,Undead Ghost Guardian (inferred),,,,,,,,,,,10,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: reaction (counter/knockdown) — may be a real CC; evaluate in-game
Undead Ghost Militia Crossbow,-932485064,Undead Ghost Militia Crossbow,,Projectile,,Other,Projectile,Aimed,,T3,61,N,1.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Militia Crossbow,-1802963726,Undead Ghost Militia Crossbow Summon; Militia Crossbow; Militia Crossbow Summon,,Projectile,,Other,Projectile,Aimed,,T3,61,N,1.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Attack,-1967657578,Undead Ghost Militia Light,,Melee,,Other,Melee,CloseRange,,T3,61,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Primary Attack,1382585346,Undead Ghoul Tomb Summon; Undead Undying Ghoul,,Melee,,Other,Melee,CloseRange,,T2,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Primary Attack,1254118139,Undead Guardian,,,,Other,,CloseRange,,T2,42,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Guardian Charge,-955554663,Undead Guardian,,,,Other,,CloseRange,,T2,42,N,6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Guardian Charge Follow Up,124368471,Undead Guardian,,,,Other,,CloseRange,,T2,42,N,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Guardian Block,-313746247,Undead Guardian (inferred),,,,,,,,,,,10,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: reaction (counter/knockdown) — may be a real CC; evaluate in-game
Undead Guardian Minion Attack Chain,1294567037,Undead Guardian (inferred),,,,Other,,CloseRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Guardian Necro Warp,-265915268,Undead Guardian (inferred),,Movement,,Other,Movement,,,,,,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Infiltrator After Image,-1532726733,Undead Infiltrator,,Summon,,Other,Summon,CloseRange,,T4,85,Y,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Infiltrator Army Of Shadows,1986068244,Undead Infiltrator,,Summon,,Other,Summon,CloseRange,,T4,85,Y,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Infiltrator Double Strike,1456136938,Undead Infiltrator,,Melee,,Other,Melee,CloseRange,,T4,85,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Infiltrator Heavy Attack,-1422240708,Undead Infiltrator,,,,Other,,CloseRange,,T4,85,Y,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Infiltrator Knife Throw Hard,-39228843,Undead Infiltrator,,Projectile,,Other,Projectile,Aimed,,T4,85,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Infiltrator Shadow Flurry,94933870,Undead Infiltrator,,,,Other,,CloseRange,,T4,85,Y,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Infiltrator Shadow Step,-664569083,Undead Infiltrator,,Movement,,Other,Movement,,,T4,85,Y,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Infiltrator Master Of Disguise,-1108274345,Undead Infiltrator (inferred),,Movement,,Other,Movement; Summon,CloseRange,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Infiltrator Knife Throw,1621601748,Undead Infiltrator; Undead Infiltrator After Shadow,,Projectile,,Other,Projectile,Aimed,,T4,85,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Leader Area Attack,211628325,Undead Leader Vblood,,,,Other,,CloseRange,,T3,47,Y,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Leader Chain Hook Projectile,234226418,Undead Leader Vblood,,Projectile,,Other,Projectile,Aimed,,T3,47,Y,13,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Leader Melee Standard,346834991,Undead Leader Vblood,Perform a combo of melee attacks dealing {damage1}/{damage2}/{damage3} physical damage.,,,Other,,CloseRange,,T3,47,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: NOT-USABLE
Undead Leader Spinning Dash,948587795,Undead Leader Vblood,,Movement,,Other,Movement,CloseRange,,T3,47,Y,8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Ward of the Damned,-1504629350,Undead Leader Vblood,,AoE,,Other,AoE; Summon,,,T3,47,Y,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: REVIEW
Undead Necromancer Summon Skulls,-1800699406,Undead Necromancer,,Summon,,Other,Summon,,,T2,46,N,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Necromancer Projectile,2021815703,Undead Necromancer; Undead Necromancer Tomb Summon,,Projectile,,Other,Projectile,Aimed,,T2,46,N,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Necromancer Raise Dead,1687310776,Undead Necromancer; Undead Necromancer Tomb Summon,,Summon,,Other,Summon,Summon,,T2,46,N,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mist Walk,-1125894381,Undead Priest,,Movement,,Other,Movement,Movement,,T2,35,Y,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Priest Elite Idle,1338374909,Undead Priest,,,,Other,,,,T2,35,Y,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: AI idle/flee behaviour — likely non-functional for a player; verify then Hide/Block
Undead Priest Elite Projectile,14728131,Undead Priest,,Projectile,,Other,Projectile,Aimed,,T2,35,Y,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Priest Elite Projectile Hard,1837385563,Undead Priest,,Projectile,,Other,Projectile,Aimed,,T2,35,Y,2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Priest Elite Projectile Nova,1988754598,Undead Priest,,Projectile,,Other,Projectile,,,T2,35,Y,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: TUNE
Undead Priest Elite Projectile Nova Hard,1619461812,Undead Priest,,Projectile,,Other,Projectile,,,T2,35,Y,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: brutal _Hard_ difficulty variant of a base ability — evaluate unique attributes vs the base
Undead Priest Elite Raise Dead,-2034290170,Undead Priest,,Summon,,Other,Summon,,,T2,35,Y,8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Priest Elite Raise Horde,1414167161,Undead Priest,,Summon,,Other,Summon,Summon,,T2,35,Y,8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Priest Projectile,-1047491293,Undead Priest,,Projectile,,Other,Projectile,Aimed,,T1,27,N,2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Priest Raise Dead,-1742500275,Undead Priest,,AoE,,Other,AoE; Summon,Summon,,T1,27,N,8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tester v0.100: GOOD
Undead Priest Elite Emote Aggro,-1153380978,Undead Priest (inferred),,,,,,,,,,,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: emote — evaluate in-game for player usability (players want more emotes); keep if functional
Primary Attack,32629003,Undead Rotting Ghoul,,Melee,,Other,Melee,CloseRange,,T1,4,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
Mist Walk,-22490832,Undead Shadow Soldier (inferred),,Movement,,Other,Movement,,,,,,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Attack,-660542965,Undead Shadow Soldier (inferred),,Melee,,Other,Melee,CloseRange,,,,,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7: gate-boss encounter variant of a base ability — evaluate hide.
Primary Attack,1435233272,Undead Shadow Soldier (inferred),,Melee,,Other,Melee,CloseRange,,,,,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Shadow Soldier Gate Boss Shadow Strike Dash,-200440242,Undead Shadow Soldier (inferred),,Movement,,Other,Movement,Aimed,,,,,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7: gate-boss encounter variant of a base ability — evaluate hide.
Undead Shadow Soldier Shadow Strike Dash,1478784055,Undead Shadow Soldier (inferred),,Movement,,Other,Movement,Aimed,,,,,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Skeleton Apprentice Projectile,-20539715,Undead Skeleton Apprentice,,Projectile,,Other,Projectile,Aimed,,T1,22,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Skeleton Apprentice Minion Projectile,-818533945,Undead Skeleton Apprentice (inferred),,Projectile,,Other,Projectile,Aimed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7: minion/servant variant of a base ability — evaluate hide.
Primary Attack,-1104043123,Undead Skeleton Golem; Undead Skeleton Golem Nether Demon,,Melee,,Other,Melee,CloseRange,,T2,38,N,3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1 audit: generic primary/melee auto-attack — evaluate whether worth collecting
